"Time (ms)","Recording (a.u.)"
2.062578128E0,-3.472696117E-4
2.083412250E0,-3.236884368E-4
2.104246373E0,-3.403525916E-4
2.125080495E0,-3.272669856E-4
2.145914618E0,-3.214452881E-4
2.166748740E0,-3.207748814E-4
2.187582863E0,-3.549718531E-4
2.208416985E0,-3.553451097E-4
2.229251108E0,-3.360774717E-4
2.250085231E0,-3.438635904E-4
2.270919353E0,-3.241178638E-4
2.291753476E0,-3.256540513E-4
2.312587598E0,-3.338053357E-4
2.333421721E0,-3.379471600E-4
2.354255843E0,-3.072651161E-4
2.375089966E0,-2.917735255E-4
2.395924088E0,-3.004593891E-4
2.416758211E0,-2.749246196E-4
2.437592333E0,-2.902037522E-4
2.458426456E0,-2.943444124E-4
2.479260578E0,-2.893066558E-4
2.500094701E0,-2.853481565E-4
2.520928823E0,-2.749348932E-4
2.541762946E0,-2.933387295E-4
2.562597068E0,-2.848781005E-4
2.583431191E0,-2.910122857E-4
2.604265313E0,-2.875862119E-4
2.625099436E0,-2.638073929E-4
2.645933558E0,-2.861679241E-4
2.666767681E0,-2.858426597E-4
2.687601803E0,-2.695501898E-4
2.708435926E0,-2.746558457E-4
2.729270048E0,-2.586577903E-4
2.750104171E0,-2.440554090E-4
2.770938293E0,-2.380432124E-4
2.791772416E0,-2.448565501E-4
2.812606538E0,-2.561767178E-4
2.833440661E0,-2.328215487E-4
2.854274783E0,-2.352722222E-4
2.875108906E0,-2.495833032E-4
2.895943028E0,-2.440254466E-4
2.916777151E0,-2.356533223E-4
2.937611273E0,-2.214177803E-4
2.958445396E0,-2.074822551E-4
2.979279518E0,-1.935671899E-4
3.000113641E0,-2.017005609E-4
3.020947763E0,-1.781084138E-4
3.041781886E0,-1.612585766E-4
3.062616008E0,-1.721029839E-4
3.083450131E0,-1.756874553E-4
3.104284253E0,-1.723358582E-4
3.125118376E0,-1.431449928E-4
3.145952498E0,-1.506258704E-4
3.166786621E0,-1.166804432E-4
3.187620743E0,-9.597749886E-5
3.208454866E0,-1.367661607E-4
3.229288988E0,-1.432611025E-4
3.250123111E0,-1.628708851E-4
3.270957233E0,-1.663089934E-4
3.291791356E0,-1.825362124E-4
3.312625478E0,-1.560276141E-4
3.333459601E0,-1.151028700E-4
3.354293723E0,-1.324712357E-4
3.375127846E0,-1.041603755E-4
3.395961968E0,-1.130234741E-4
3.416796091E0,-1.434927981E-4
3.437630213E0,-1.693440427E-4
3.458464336E0,-1.883179066E-4
3.479298458E0,-2.033011406E-4
3.500132581E0,-2.537253022E-4
3.520966703E0,-2.599942381E-4
3.541800826E0,-2.621803724E-4
3.562634948E0,-2.681583865E-4
3.583469071E0,-2.741641365E-4
3.604303193E0,-2.856916981E-4
3.625137316E0,-2.705394872E-4
3.645971438E0,-2.505416051E-4
3.666805561E0,-2.379500365E-4
3.687639683E0,-2.220186725E-4
3.708473806E0,-2.095295640E-4
3.729307928E0,-2.355904580E-4
3.750142051E0,-2.418631193E-4
3.770976173E0,-2.527897013E-4
3.791810296E0,-2.684819628E-4
3.812644418E0,-2.651016694E-4
3.833478541E0,-2.652015246E-4
3.854312663E0,-2.433860645E-4
3.875146786E0,-2.426736028E-4
3.895980908E0,-2.481755510E-4
3.916815031E0,-2.612851385E-4
3.937649153E0,-2.461503318E-4
3.958483276E0,-2.428979788E-4
3.979317398E0,-2.571013465E-4
4.000151521E0,-2.327543916E-4
4.020985643E0,-2.438208612E-4
4.041819766E0,-2.274157741E-4
4.062653888E0,-2.371448063E-4
4.083488011E0,-2.314668527E-4
4.104322133E0,-1.850074041E-4
4.125156256E0,-2.140129800E-4
4.145990378E0,-2.122995793E-4
4.166824501E0,-1.999370143E-4
4.187658623E0,-1.956883789E-4
4.208492746E0,-1.815038268E-4
4.229326868E0,-1.776875288E-4
4.250160991E0,-1.794059208E-4
4.270995113E0,-1.796021388E-4
4.291829236E0,-1.619183167E-4
4.312663358E0,-1.644224540E-4
4.333497481E0,-1.553117618E-4
4.354331603E0,-1.428389514E-4
4.375165726E0,-1.273085509E-4
4.395999848E0,-8.684760542E-5
4.416833971E0,-6.160213525E-5
4.437668093E0,-5.183504982E-5
4.458502216E0,-4.740344593E-5
4.479336338E0,-2.996404146E-5
4.500170461E0,-1.046158559E-5
4.521004584E0,-9.149452126E-6
4.541838706E0,-7.581863883E-6
4.562672829E0,-7.651301530E-6
4.583506951E0,-2.091546230E-5
4.604341074E0,-3.436801853E-5
4.625175196E0,-5.051767221E-5
4.646009319E0,-2.777453483E-5
4.666843441E0,-9.565994333E-6
4.687677564E0,-3.416557593E-5
4.708511686E0,-1.864639489E-5
4.729345809E0,-1.210442406E-5
4.750179931E0,-1.515368422E-5
4.771014054E0,-1.147704370E-5
4.791848176E0,-2.447305451E-5
4.812682299E0,-2.198706170E-5
4.833516421E0,-1.913695996E-5
4.854350544E0,-1.430470638E-5
4.875184666E0,-2.255881191E-5
4.896018789E0,-1.695934952E-5
4.916852911E0,-1.227538633E-5
4.937687034E0,-6.842926268E-6
4.958521156E0,1.825963227E-5
4.979355279E0,3.046350503E-5
5.000189401E0,3.348375685E-5
5.021023524E0,6.000376288E-6
5.041857646E0,9.178826076E-6
5.062691769E0,1.183401218E-5
5.083525891E0,1.604835961E-5
5.104360014E0,4.470395652E-5
5.125194136E0,4.700431236E-5
5.146028259E0,4.978147990E-5
5.166862381E0,6.892283182E-6
5.187696504E0,1.700798020E-5
5.208530626E0,1.544666338E-5
5.229364749E0,-3.873000969E-5
5.250198871E0,-1.499357404E-5
5.271032994E0,-3.275114432E-5
5.291867116E0,-3.964527787E-5
5.312701239E0,-3.259070581E-5
5.333535361E0,-6.157546886E-5
5.354369484E0,-4.335525227E-5
5.375203606E0,-3.456304694E-5
5.396037729E0,-2.218373265E-5
5.416871851E0,-5.705115200E-6
5.437705974E0,-2.240699905E-5
5.458540096E0,-2.226251308E-5
5.479374219E0,-3.109347017E-5
5.500208341E0,-3.780288898E-5
5.521042464E0,-1.505150431E-5
5.541876586E0,-1.250333753E-5
5.562710709E0,-3.145411483E-6
5.583544831E0,-6.464238595E-6
5.604378954E0,-1.653676372E-5
5.625213076E0,3.645938705E-6
5.646047199E0,-8.276357221E-6
5.666881321E0,-2.352856973E-5
5.687715444E0,-2.410612979E-5
5.708549566E0,-2.544216113E-5
5.729383689E0,-4.938607162E-6
5.750217811E0,3.916521109E-6
5.771051934E0,-1.417525982E-5
5.791886056E0,-1.341386906E-5
5.812720179E0,-1.819467070E-5
5.833554301E0,-4.793827975E-5
5.854388424E0,-3.364552322E-5
5.875222546E0,-3.332529741E-5
5.896056669E0,-5.528156908E-5
5.916890791E0,-3.852738519E-5
5.937724914E0,-6.089048475E-5
5.958559036E0,-6.046938870E-5
5.979393159E0,-2.498084177E-5
6.000227281E0,-2.797508387E-5
6.021061404E0,-5.806604349E-6
6.041895526E0,1.446550641E-6
6.062729649E0,-1.529527253E-5
6.083563771E0,-1.354282540E-5
6.104397894E0,-2.924368346E-5
6.125232016E0,-2.666198270E-5
6.146066139E0,-2.076134479E-5
6.166900261E0,-4.083435124E-5
6.187734384E0,-1.449404317E-5
6.208568506E0,-2.837907005E-6
6.229402629E0,-3.615574315E-5
6.250236751E0,-3.700008529E-5
6.271070874E0,-3.514212585E-5
6.291904996E0,-1.745038571E-5
6.312739119E0,3.675760851E-8
6.333573241E0,-9.268696886E-6
6.354407364E0,-1.481876370E-5
6.375241486E0,-1.207749028E-5
6.396075609E0,-2.086838549E-6
6.416909731E0,-3.116833614E-5
6.437743854E0,-3.550033944E-5
6.458577976E0,-1.615312067E-5
6.479412099E0,-4.792556501E-5
6.500246221E0,-5.549347043E-5
6.521080344E0,-2.992500049E-5
6.541914466E0,-4.763722609E-5
6.562748589E0,-7.836575969E-5
6.583582711E0,-7.711390208E-5
6.604416834E0,-9.073881665E-5
6.625250956E0,-9.439515998E-5
6.646085079E0,-9.930345550E-5
6.666919201E0,-1.039034760E-4
6.687753324E0,-9.680750372E-5
6.708587446E0,-8.818309288E-5
6.729421569E0,-6.319122622E-5
6.750255692E0,-9.325466090E-5
6.771089814E0,-9.767409938E-5
6.791923937E0,-1.204997679E-4
6.812758059E0,-1.523715036E-4
6.833592182E0,-1.090806327E-4
6.854426304E0,-1.137998115E-4
6.875260427E0,-1.284010796E-4
6.896094549E0,-1.496902987E-4
6.916928672E0,-1.463712397E-4
6.937762794E0,-1.552338072E-4
6.958596917E0,-1.789768430E-4
6.979431039E0,-1.616388181E-4
7.000265162E0,-1.853992580E-4
7.021099284E0,-1.856805320E-4
7.041933407E0,-1.852160349E-4
7.062767529E0,-1.658270339E-4
7.083601652E0,-1.558012736E-4
7.104435774E0,-1.740673906E-4
7.125269897E0,-1.487835398E-4
7.146104019E0,-1.437795872E-4
7.166938142E0,-1.507193811E-4
7.187772264E0,-1.922823576E-4
7.208606387E0,-1.995292841E-4
7.229440509E0,-1.873438305E-4
7.250274632E0,-1.916331821E-4
7.271108754E0,-1.629939943E-4
7.291942877E0,-1.761753520E-4
7.312776999E0,-2.059831750E-4
7.333611122E0,-2.360148355E-4
7.354445244E0,-2.511696948E-4
7.375279367E0,-2.453072229E-4
7.396113489E0,-2.381344384E-4
7.416947612E0,-2.362193045E-4
7.437781734E0,-2.124017628E-4
7.458615857E0,-2.056945377E-4
7.479449979E0,-2.571331861E-4
7.500284102E0,-2.653054544E-4
7.521118224E0,-2.753540175E-4
7.541952347E0,-2.789253485E-4
7.562786469E0,-2.732879075E-4
7.583620592E0,-2.791017469E-4
7.604454714E0,-2.914851357E-4
7.625288837E0,-3.171414137E-4
7.646122959E0,-3.006888728E-4
7.666957082E0,-3.143738431E-4
7.687791204E0,-2.938118996E-4
7.708625327E0,-2.799538197E-4
7.729459449E0,-2.873864141E-4
7.750293572E0,-2.828516590E-4
7.771127694E0,-3.203799133E-4
7.791961817E0,-2.839971567E-4
7.812795939E0,-3.121363115E-4
7.833630062E0,-3.331379266E-4
7.854464184E0,-3.162581124E-4
7.875298307E0,-3.588721738E-4
7.896132429E0,-3.267548163E-4
7.916966552E0,-3.223853419E-4
7.937800674E0,-2.901857370E-4
7.958634797E0,-2.545522293E-4
7.979468919E0,-2.716671734E-4
8.000303042E0,-2.368377754E-4
8.021137164E0,-2.161751472E-4
8.041971287E0,-1.896850445E-4
8.062805409E0,-1.828246459E-4
8.083639532E0,-1.837486634E-4
8.104473654E0,-1.580682147E-4
8.125307777E0,-1.620955154E-4
8.146141899E0,-1.688700140E-4
8.166976022E0,-1.690318313E-4
8.187810144E0,-1.664321753E-4
8.208644267E0,-1.704354072E-4
8.229478389E0,-1.769591036E-4
8.250312512E0,-1.879985939E-4
8.271146634E0,-1.964469702E-4
8.291980757E0,-1.635434746E-4
8.312814879E0,-1.626590092E-4
8.333649002E0,-1.773844269E-4
8.354483124E0,-1.546097046E-4
8.375317247E0,-1.802428742E-4
8.396151369E0,-1.912181615E-4
8.416985492E0,-2.061303530E-4
8.437819614E0,-2.308252442E-4
8.458653737E0,-1.974196639E-4
8.479487859E0,-2.308990515E-4
8.500321982E0,-2.228683297E-4
8.521156104E0,-2.077304525E-4
8.541990227E0,-2.718500327E-4
8.562824349E0,-2.724805090E-4
8.583658472E0,-2.992418595E-4
8.604492594E0,-2.815447515E-4
8.625326717E0,-2.564989263E-4
8.646160839E0,-2.827595163E-4
8.666994962E0,-2.264207287E-4
8.687829084E0,-2.343013912E-4
8.708663207E0,-2.633994736E-4
8.729497329E0,-2.571068180E-4
8.750331452E0,-2.837736392E-4
8.771165574E0,-3.002448939E-4
8.791999697E0,-2.916806843E-4
8.812833819E0,-2.629648079E-4
8.833667942E0,-2.771907020E-4
8.854502064E0,-2.732380526E-4
8.875336187E0,-2.478640818E-4
8.896170309E0,-2.516274108E-4
8.917004432E0,-2.465213183E-4
8.937838554E0,-2.375839540E-4
8.958672677E0,-2.289714466E-4
8.979506799E0,-2.329770505E-4
9.000340922E0,-2.103700244E-4
9.021175045E0,-1.878393086E-4
9.042009167E0,-1.907039259E-4
9.062843290E0,-1.768988004E-4
9.083677412E0,-1.569098822E-4
9.104511535E0,-1.661921415E-4
9.125345657E0,-1.789004600E-4
9.146179780E0,-1.829480316E-4
9.167013902E0,-2.148280328E-4
9.187848025E0,-2.273443679E-4
9.208682147E0,-2.376754710E-4
9.229516270E0,-2.112457296E-4
9.250350392E0,-1.776042773E-4
9.271184515E0,-1.841277990E-4
9.292018637E0,-1.697265834E-4
9.312852760E0,-1.877658651E-4
9.333686882E0,-1.685193565E-4
9.354521005E0,-1.456878817E-4
9.375355127E0,-1.496255136E-4
9.396189250E0,-1.450785203E-4
9.417023372E0,-1.818600867E-4
9.437857495E0,-1.889116102E-4
9.458691617E0,-1.893243316E-4
9.479525740E0,-1.513972820E-4
9.500359862E0,-1.267421758E-4
9.521193985E0,-1.595603826E-4
9.542028107E0,-1.524739928E-4
9.562862230E0,-1.593699126E-4
9.583696352E0,-1.669735502E-4
9.604530475E0,-1.868707768E-4
9.625364597E0,-1.999077504E-4
9.646198720E0,-2.064435685E-4
9.667032842E0,-2.312179131E-4
9.687866965E0,-2.090699272E-4
9.708701087E0,-2.248064702E-4
9.729535210E0,-2.439311502E-4
9.750369332E0,-2.337180194E-4
9.771203455E0,-2.276377054E-4
9.792037577E0,-1.958490029E-4
9.812871700E0,-1.936514600E-4
9.833705822E0,-1.591870096E-4
9.854539945E0,-1.448978437E-4
9.875374067E0,-1.807724329E-4
9.896208190E0,-1.613153872E-4
9.917042312E0,-1.765136549E-4
9.937876435E0,-1.518195641E-4
9.958710557E0,-1.204231739E-4
9.979544680E0,-1.385732467E-4
